sbd,toán,ngữ văn,lịch sử,địa lí,giáo dục công dân,sinh học,vật lý,hóa học,ngoại ngữ
4006185,8.6,4.75,-1,-1,-1,5,8,8,4.8
4006186,3.6,5,5,6,8.25,-1,-1,-1,3.6
4006187,8.2,4.25,-1,-1,-1,8,4,8,5
4006188,7.4,5.5,-1,-1,-1,6,6,7,3.4
4006189,7.2,6.75,3.5,5.75,7.25,-1,-1,-1,3
4006190,6.6,5.75,5.75,6.75,7.75,-1,-1,-1,5.8
4006191,5.2,6,8.25,7,8.25,-1,-1,-1,3.4
4006192,5,5.75,5.25,6.75,7.25,-1,-1,-1,3
4006193,7.8,4.25,-1,-1,-1,8,8,9,7.4
4006194,8.2,-1,-1,-1,-1,2,8,8,-1
4006195,8,6,-1,-1,-1,6,8,4,8.4
4006196,4,5.25,3.75,5.75,6,-1,-1,-1,3
4006197,4,4.5,5.75,7.5,9,-1,-1,-1,3.6
4006198,5.4,3.25,6.75,6.75,9.25,-1,-1,-1,2.8
4006199,4.2,4.75,-1,-1,-1,-1,-1,-1,-1
4006200,8.4,6.75,-1,-1,-1,7,8,6,8.6
4006201,5.6,6.5,7,6.5,8.25,-1,-1,-1,6
4006202,4.8,5.75,6,6.25,7.75,-1,-1,-1,5.6
4006203,6,4,3.75,7,7.5,-1,-1,-1,2.8
4006204,5.6,4.75,-1,-1,-1,4,6,4,3.2
4006205,4.6,6.5,5.75,6.5,8.5,-1,-1,-1,2
4006206,6.6,6.5,8,8.5,8.75,-1,-1,-1,3.6
4006207,7,7.75,5.5,6,9.5,-1,-1,-1,8.2
4006208,7.2,7,-1,-1,-1,6,8,8,6
4006209,7.4,7,-1,-1,-1,7,8,8,5.4
4006210,5.2,5.75,6.25,8,8.75,-1,-1,-1,5.2
4006211,7.8,9,8.5,8.25,8.75,-1,-1,-1,7.2
4006212,5.6,7.75,8,7.5,6.75,-1,-1,-1,3.6
4006213,3.2,4.5,3.25,5.25,5.5,-1,-1,-1,3
4006214,4.6,8,6.75,8,7.75,-1,-1,-1,3.6
4006215,8.2,4.5,8,6.5,9.25,-1,-1,-1,5.4
4006216,7.4,8.25,7.75,7.5,7.5,-1,-1,-1,2.8
4006217,7.4,6,-1,-1,-1,5,6,7,5.2
4006218,5.6,5.75,7.75,7.25,8.5,-1,-1,-1,3.6
4006219,7,7.25,-1,-1,-1,6,4,6,5.2
4006220,6.8,5.75,-1,-1,-1,7,6,8,2.8
4006221,6,5.25,7,5.5,8,-1,-1,-1,1.8
4006222,7.8,6,-1,-1,-1,5,7,5,4.4
4006223,7,7.25,6,5.5,7.5,-1,-1,-1,6.8
4006224,2.8,4.5,3.75,5.5,5.5,-1,-1,-1,2.2
4006225,5,7,6.75,6,7.75,-1,-1,-1,4.6
4006226,5.8,5.75,4.75,5.75,7.5,-1,-1,-1,2.4
4006227,6.4,5.25,6.5,6.25,7.5,-1,-1,-1,6.2
4006228,7.4,5.5,-1,-1,-1,6,5,4,3
4006229,5.8,5.75,7.25,6.5,7.75,-1,-1,-1,2.2
4006230,6.8,5.75,-1,-1,-1,5,6,8,2.4
4006231,6,6.5,-1,-1,-1,6,6,7,5.8
4006232,5,6.25,8,6.5,8.5,-1,-1,-1,2.6
4006233,1.4,3.25,1.75,3.75,4.5,-1,-1,-1,3
4006234,7.4,-1,-1,-1,-1,6,4,4,-1
4006235,8.2,5.5,-1,-1,-1,5,8,4,6.6
4006236,4.4,6.25,6.25,6,8.5,-1,-1,-1,2
4006237,6.2,5.5,-1,-1,-1,6,4,4,2.6
4006238,8,8.25,7.5,7.75,9.75,-1,-1,-1,8.8
4006239,8.6,7.25,-1,-1,-1,7,9,9,5.6
4006240,2,5.5,4.5,5.75,7,-1,-1,-1,3.6
4006241,4.4,6,7.25,6.25,7.5,-1,-1,-1,3.8
4006242,5.6,4.5,6.25,6.5,8,-1,-1,-1,3.4
4006243,8,7,-1,-1,-1,5,7,8,3.8
4006244,7.6,7.25,5.25,6.5,8.75,-1,-1,-1,7.6
4006245,7.6,7.75,7.5,7,9.5,-1,-1,-1,8
4006246,6,8,7.5,7.5,9,-1,-1,-1,6.8
4006247,7,6,-1,-1,-1,8,5,8,3.6
4006248,6.8,5.5,-1,-1,-1,5,8,6,6
4006249,8,8,-1,-1,-1,6,3,7,7.6
4006250,6.6,6.25,6.75,6.75,8.5,-1,-1,-1,3.4
4006251,6,5,4.25,6.75,5.25,-1,-1,-1,2.4
4006252,8,7.75,-1,-1,-1,6,8,9,6.4
4006253,5.6,8,6.75,6.25,7.5,-1,-1,-1,3.2
4006254,7.2,6,6.5,6.5,9,-1,-1,-1,5.6
4006255,6.8,7,4.75,5.5,7.75,-1,-1,-1,5.4
4006256,6.2,6.5,6.5,6.25,8,-1,-1,-1,5.2
4006257,-1,-1,-1,-1,-1,-1,-1,-1,-1
4006258,7.4,7,-1,-1,-1,6,6,7,7
4006259,6,6.5,6.5,6.25,5.75,-1,-1,-1,3.8
4006260,4.2,5.5,8,8.5,9,-1,-1,-1,4.2
4006261,5.2,3.75,4.25,6.75,8.75,-1,-1,-1,2.4
4006262,6,6.75,6.5,7,6.75,-1,-1,-1,2.2
4006263,7,5,7.75,5.75,8.5,-1,-1,-1,2.4
4006264,5,7,8.5,8.75,7.25,-1,-1,-1,2.4
4006265,6.8,6.5,5.75,6.75,7.25,-1,-1,-1,6
4006266,6.4,6.75,7.25,7,8,-1,-1,-1,2.8
4006267,5,3,3.75,5.5,6.5,-1,-1,-1,1.6
4006268,4.6,4,4.25,5,7,-1,-1,-1,1.6
4006269,6.8,6.5,6.75,7.75,7,-1,-1,-1,3.6
4006270,2.6,4.75,3.5,4.75,7,-1,-1,-1,3.4
4006271,6.8,6.75,7,7.25,8.5,-1,-1,-1,4.2
4006272,6.2,7.75,5.75,5.75,7.5,-1,-1,-1,7.8
4006273,6.8,6.75,6.5,5.5,8.25,-1,-1,-1,4.6
4006274,5,5.75,4.75,6.25,7.5,-1,-1,-1,2.4
4006275,7.4,7.25,-1,-1,-1,8,4,7,2
4006276,6.6,5.5,5.5,6,7,-1,-1,-1,5.8
4006277,5.4,7,5.25,6,6.5,-1,-1,-1,3.8
4006278,7.6,6.75,-1,-1,-1,6,8,8,4.6
4006279,6.4,7.25,7,8.25,8.25,-1,-1,-1,3.8
4006280,7,7.5,8.75,8.5,8.25,-1,-1,-1,3.8
4006281,8,7.25,-1,-1,-1,6,8,7,4.2
4006282,6,8,8.75,8.75,9,-1,-1,-1,4
4006283,8.2,6.5,-1,-1,-1,9,5,9,6.8
4006284,7.4,8.25,-1,-1,-1,6,8,8,8
4006285,6.6,7.25,-1,-1,-1,7,5,8,7.2
4006286,4.8,6.5,5.5,5.25,5,-1,-1,-1,3.2
4006287,4.6,7.5,7.5,8,7.75,-1,-1,-1,4
4006288,5.6,7,4.5,4.75,5.75,-1,-1,-1,3.2
4006289,7,7.25,5.5,3,7.5,-1,-1,-1,5.2
4006290,7.8,7,-1,-1,-1,6,8,9,5.6
4006291,6.8,6.75,8.75,7.75,7.75,-1,-1,-1,5
4006292,7,7.25,-1,-1,-1,6,7,8,6.6
4006293,7.6,6.5,-1,-1,-1,6,6,8,5.8
4006294,6.2,7.25,8,7.5,7.75,-1,-1,-1,4
4006295,6,8.25,8,7.5,6.75,-1,-1,-1,3.2
4006296,7.6,8.75,8,6.5,9.25,-1,-1,-1,9
4006297,5.8,5.75,5,5.75,7.5,-1,-1,-1,2.8
4006298,5.4,6.25,7,6.25,8.25,-1,-1,-1,3.4
4006299,7.4,4.25,-1,-1,-1,6,7,6,7.2
4006300,7.6,5.5,-1,-1,-1,6,7,6,4.8
4006301,7.4,6.25,6.75,4.75,9,-1,-1,-1,7
4006302,8,5.75,-1,-1,-1,8,6,7,2.8
4006303,3.8,6.5,5,5.25,7,-1,-1,-1,2.8
4006304,7.4,7,-1,-1,-1,8,4,8,6
4006305,8.4,6.75,-1,-1,-1,6,5,7,3.8
4006306,7.6,5.5,-1,-1,-1,5,6,8,5
4006307,7.6,6.5,-1,-1,-1,6,8,8,5.4
4006308,8.2,7,-1,-1,-1,6,8,8,6.8
4006309,8.2,7.5,-1,-1,-1,7,8,8,5.2
4006310,7.4,6.5,5.5,8.25,9.75,-1,-1,-1,3.4
4006311,4,5,4.25,5,7,-1,-1,-1,4
4006312,7.2,6.25,-1,-1,-1,6,6,8,4.8
4006313,6.8,7.25,5.75,4.75,8.25,-1,-1,-1,5.4
4006314,4.2,7.75,8,6,8.75,-1,-1,-1,5
4006315,4.6,5.5,4.5,7,6.5,-1,-1,-1,2
4006316,6.2,7,5.75,5.75,5,-1,-1,-1,4
4006317,7.8,7,-1,-1,-1,6,5,8,8.8
4006318,7,4.5,4.5,5.5,8.25,-1,-1,-1,3.6
4006319,9,4.75,-1,-1,-1,7,10,6,9.4
4006320,7,5.5,5.5,6.75,7.5,-1,-1,-1,4.6
4006321,2.2,3.25,2.75,5,6,-1,-1,-1,1.8
4006322,6.4,6,-1,-1,-1,6,8,7,4.6
4006323,8,6.5,-1,-1,-1,5,8,8,3.2
4006324,3.8,6.75,4.5,6.5,7.75,-1,-1,-1,3.2
4006325,4,5,4,5.25,6.5,-1,-1,-1,3
4006326,7.4,6.5,-1,-1,-1,6,8,8,7.6
4006327,7.4,5,5.75,6.25,7.25,-1,-1,-1,2.6
4006328,5.2,5.5,6.5,6.5,7.5,-1,-1,-1,3.4
4006329,6.6,7.5,6.75,5.5,8.75,-1,-1,-1,4.6
4006330,7,8,9,8.5,8.25,-1,-1,-1,2.8
4006331,5.6,5.5,5.5,5.5,6.5,-1,-1,-1,2.6
4006332,4,4.75,3.75,4.5,8,-1,-1,-1,3.4
4006333,8,8.25,7.75,7,9.5,-1,-1,-1,9.6
4006334,6.4,6,-1,-1,-1,5,6,7,1.8
4006335,6.4,4.75,-1,-1,-1,5,6,7,3.6
4006336,2.8,4.5,4.5,6.5,7.5,-1,-1,-1,3.4
4006337,4.8,5.5,5.75,6.5,6.25,-1,-1,-1,3.8
4006338,3.4,6,5.75,4.75,7.5,-1,-1,-1,3.6
4006339,5,4.25,4.5,5.75,7.75,-1,-1,-1,2.8
4006340,6.4,7,8.5,6.25,8.25,-1,-1,-1,7.2
4006341,8,6.5,-1,-1,-1,7,8,8,7.2
4006342,8.6,4.75,-1,-1,-1,6,8,6,8.2
4006343,3.8,6.5,8.75,6.5,8.5,-1,-1,-1,2.2
4006344,6.4,4.25,4,6,7.25,-1,-1,-1,2.8
4006345,5.2,5.75,8.25,6,6,-1,-1,-1,2.8
4006346,6.8,6.25,-1,-1,-1,6,6,7,2.2
4006347,4.4,6,6.5,7.75,9.25,-1,-1,-1,3
4006348,6.2,5.25,8.75,8.5,7,-1,-1,-1,3.2
4006349,7,8.75,-1,-1,-1,8,6,8,9.4
4006350,7,5,-1,-1,-1,6,8,4,7.8
4006351,-1,-1,-1,-1,-1,-1,-1,-1,-1
4006352,5.4,5,-1,-1,-1,5,4,4,1.8
4006353,7,6.5,-1,-1,-1,7,6,8,6
4006354,7.8,5.75,-1,-1,-1,5,8,8,8
4006355,1.8,3.25,6.25,5.75,6.5,-1,-1,-1,3.6
4006356,5,4,3.75,6.75,6.75,-1,-1,-1,1.8
4006357,5,5.5,3,6.25,6.25,-1,-1,-1,2
4006358,3.2,4.5,3.75,5.25,6.75,-1,-1,-1,2.8
4006359,7.8,5.5,-1,-1,-1,5,6,8,4.2
4006360,6.2,5,-1,-1,-1,5,5,6,3.4
4006361,3,3.75,3.5,4.25,5.25,-1,-1,-1,4.2
4006362,3.8,6,3.75,6.25,7.25,-1,-1,-1,3.2
4006363,4.8,5.25,6.5,5.25,7,-1,-1,-1,5
4006364,6.8,5,-1,-1,-1,5,7,5,6.6
4006365,5,5.25,4,5.5,6.5,-1,-1,-1,4
4006366,6,8.5,9,8,7.75,-1,-1,-1,5.2
4006367,7.8,7.5,8,7.5,9.5,-1,-1,-1,7.4
4006368,5.8,5.75,7.25,6.5,8.25,-1,-1,-1,5
4006369,4.6,5.5,3.25,4.5,5.25,-1,-1,-1,2.8
4006370,7.4,6.5,-1,-1,-1,4,8,7,5.4
4006371,8,5.5,-1,-1,-1,5,8,8,4.2
4006372,5.8,7.25,8.5,8.75,9.25,-1,-1,-1,3.4
4006373,6.6,6.25,5.25,4,7,-1,-1,-1,5.2
4006374,7.8,8,-1,-1,-1,6,7,6,8
4006375,8.2,7.75,-1,-1,-1,8,6,8,6.8
4006376,7,7,-1,-1,-1,7,8,7,6.8
4006377,4.2,4.5,5,5.5,5.5,-1,-1,-1,3
4006378,8.2,6.5,-1,-1,-1,7,8,8,9
4006379,7.8,6.75,-1,-1,-1,6,8,6,8.4
4006380,8.4,7,-1,-1,-1,6,8,6,8.8
4006381,6,4.5,4.75,5.5,8,-1,-1,-1,-1
4006382,7.6,7.75,-1,-1,-1,4,7,7,-1
4006383,6.6,7.25,5,5,8,-1,-1,-1,6.6
4006384,7.6,5,-1,-1,-1,3,7,3,7.8
4006385,7.6,4.75,-1,-1,-1,6,4,7,4.6
4006386,7.4,5.5,-1,-1,-1,6,8,8,6
4006387,8,7,-1,-1,-1,5,8,7,6
4006388,3.4,5,4.75,5,6.25,-1,-1,-1,4
4006389,7.4,7,-1,-1,-1,7,7,6,6.8
4006390,4.8,7,5.25,5,9.25,-1,-1,-1,6.6
4006391,9,7.5,-1,-1,-1,7,6,7,9
4006392,9,6,-1,-1,-1,9,8,8,8
4006393,7.4,6.75,9,7,9,-1,-1,-1,7.8
4006394,7,7.75,3.5,4.5,8.25,-1,-1,-1,8.2
4006395,6.8,6.25,-1,-1,-1,7,6,5,8.8
4006396,7,6.75,-1,-1,-1,8,3,8,5.8
4006397,8.2,6.5,-1,-1,-1,9,6,8,-1
4006398,7.4,6,-1,-1,-1,6,8,7,8.2
4006399,7,6.5,-1,-1,-1,6,4,4,7.8
4006400,3.8,7.75,6.5,6.75,9,-1,-1,-1,4.8
4006401,7.6,5.25,-1,-1,-1,7,7,8,-1
4006402,8.4,5.25,-1,-1,-1,6,8,7,8.8
4006403,6.6,8.25,-1,-1,-1,7,6,5,6.2
4006404,7.6,6.5,-1,-1,-1,6,6,6,7.4
4006405,8,6.75,-1,-1,-1,4,8,6,9.2
4006406,7.6,8,6.5,5.5,8,-1,-1,-1,8.6
4006407,8,8,-1,-1,-1,4,6,4,8.6
4006408,5.8,7.25,8.25,6.75,8.75,-1,-1,-1,5.4
4006409,7.4,5.5,-1,-1,-1,5,8,8,8.6
4006410,7.6,7.75,7.5,6.5,9.75,-1,-1,-1,9
4006411,5.2,3,7.25,6,8,-1,-1,-1,5.4
4006412,8.2,5.5,7.25,5.5,9.5,-1,-1,-1,-1
4006413,7.2,8,8.75,6.25,8.75,-1,-1,-1,8.6
4006414,7.4,5.75,-1,-1,-1,4,8,4,8.4
4006415,6,5.75,6.75,5.75,9.25,-1,-1,-1,7.4
4006416,8.2,6.5,-1,-1,-1,8,7,7,-1
4006417,6,5.75,3.75,6.25,7,-1,-1,-1,3.2
4006418,7.8,6.25,-1,-1,-1,6,6,6,-1
4006419,8.6,6.75,-1,-1,-1,8,5,7,-1
4006420,7.6,6.5,-1,-1,-1,8,5,8,-1
4006421,8.6,8.25,-1,-1,-1,8,9,8,9.8
4006422,7.2,8,8.5,6.75,9.5,-1,-1,-1,8.4
4006423,4,5.5,3.25,4.5,6.5,-1,-1,-1,3.6
4006424,6.2,7.5,5.75,5.25,8.5,-1,-1,-1,5.4
4006425,7.2,8,5.75,6.75,8.25,-1,-1,-1,8.4
4006426,7.4,5.75,6.25,5.75,9,-1,-1,-1,4.4
4006427,8.4,8,6.25,6.5,9.75,-1,-1,-1,7.4
4006428,-1,3.5,-1,-1,-1,-1,-1,-1,-1
4006429,5.8,7,6.25,6,8,-1,-1,-1,-1
4006430,6,8,4.75,5.75,9.75,-1,-1,-1,7.8
4006431,5.2,6.25,4.5,4.5,6.75,-1,-1,-1,3.8
4006432,8,7.5,-1,-1,-1,8,6,6,5.8
4006433,7.2,6.25,6.75,4.75,9.25,-1,-1,-1,8.2
4006434,6.8,7.5,6.75,4.5,10,-1,-1,-1,8
4006435,5.4,7.25,7,8,7.75,-1,-1,-1,3.4
4006436,7.2,6.25,-1,-1,-1,6,5,6,3.8
4006437,8.2,5.75,-1,-1,-1,7,8,8,7.8
4006438,5.8,6.5,6.25,7,8.25,-1,-1,-1,8.4
4006439,7.8,6.5,-1,-1,-1,8,7,8,9.2
4006440,-1,5.25,8,6.75,-1,-1,-1,-1,-1
4006441,5.8,4.5,2.75,5,7,-1,-1,-1,5
4006442,6.6,5.5,-1,-1,-1,6,5,7,7.2
4006443,6.4,6.75,4.5,5.5,9,-1,-1,-1,6.4
4006444,5,8,5.75,5.5,7.75,-1,-1,-1,6.4
4006445,-1,6.5,4.5,7.25,-1,-1,-1,-1,7.2
4006446,6.4,7.5,6.5,7,10,-1,-1,-1,9.2
4006447,7.4,7.5,6.75,7,10,-1,-1,-1,8.6
4006448,9,8.75,-1,-1,-1,9,8,8,9.4
4006449,7.2,6.5,-1,-1,-1,4,6,5,6.8
4006450,8.4,5.5,-1,-1,-1,6,7,6,8.6
4006451,3,5.25,3.25,4.75,7.5,-1,-1,-1,3
4006452,8,9.25,6.25,5.5,8.5,-1,-1,-1,9
4006453,8.2,5.5,-1,-1,-1,4,7,8,7.2
4006454,2,3.25,2,4.5,4,-1,-1,-1,3.6
4006455,5.8,7,6,6.75,8.25,-1,-1,-1,6.6
4006456,6.8,6.25,-1,-1,-1,5,6,4,8.2
4006457,3.8,6.25,-1,-1,-1,6,3,4,8
4006458,7.4,7.5,4.75,5.25,9.5,-1,-1,-1,6.2
4006459,6.4,6,-1,-1,-1,6,7,7,5.2
4006460,8,6.5,-1,-1,-1,10,8,9,9.4
4006461,3.2,6.25,4.5,6.75,7,-1,-1,-1,4.6
4006462,6,7,5.75,5,6.75,-1,-1,-1,6.8
4006463,6.6,5,-1,-1,-1,6,7,8,5.8
4006464,6.4,4,4.5,5,7.75,-1,-1,-1,5.6
4006465,6.6,8.5,7.5,6.5,9.5,-1,-1,-1,9.2
4006466,7,-1,-1,-1,-1,-1,7,8,9.4
4006467,7.6,6.25,-1,-1,-1,7,5,8,9.4
4006468,5.6,7,6,6,7.5,-1,-1,-1,8.6
4006469,6,5.75,-1,-1,-1,7,4,6,5.6
4006470,7.4,7.75,7.25,7.5,9.25,-1,-1,-1,-1
4006471,8.4,5.5,-1,-1,-1,3,5,8,7.6
4006472,6,4.5,4.25,5,5.75,-1,-1,-1,5.4
4006473,7.4,9,6,7,9,-1,-1,-1,9.2
4006474,7.6,6.5,-1,-1,-1,6,8,6,8
4006475,8.2,7,6.25,6.75,9.25,-1,-1,-1,8.6
4006476,8.2,6,-1,-1,-1,4,6,6,7.4
4006477,6,7.25,4.25,4.75,9.5,-1,-1,-1,6.8
4006478,6.2,4,4.75,4.75,6.25,-1,-1,-1,4.2
4006479,7,4.25,5,6.5,7.25,-1,-1,-1,8.4
4006480,6.6,6.25,4.75,5.75,7.75,-1,-1,-1,7
4006481,-1,6.5,9,8.5,-1,-1,-1,-1,-1
4006482,6.8,7.75,5.5,4.75,7.75,-1,-1,-1,8.8
4006483,8,5.75,-1,-1,-1,6,4,8,7.6
4006484,7.6,7.75,-1,-1,-1,7,7,5,7.6
4006485,7.6,7.5,-1,-1,-1,6,8,6,8.6
4006486,5.4,6,3.75,5.75,7.5,-1,-1,-1,7.2
4006487,7.4,6.75,5.75,6.75,9.5,-1,-1,-1,-1
4006488,8.4,7.25,-1,-1,-1,9,10,6,9.2
4006489,7.8,6.5,-1,-1,-1,6,6,4,6
4006490,7.2,7.5,-1,-1,-1,5,5,8,-1
4006491,7,5.25,-1,-1,-1,6,7,5,7.6
4006492,8.2,8,5.5,6,8.75,-1,-1,-1,7.4
4006493,9,7,-1,-1,-1,6,10,10,-1
4006494,7.6,7.75,7,4,7.5,-1,-1,-1,8.2
4006495,7.4,7.25,3.5,4,7,-1,-1,-1,7.4
4006496,8.6,7,-1,-1,-1,7,8,5,9
4006497,5,5.75,3.5,5,6.25,-1,-1,-1,3.8
4006498,7.6,7.25,7.5,6,9.5,-1,-1,-1,7.2
4006499,7.8,7.75,-1,-1,-1,6,8,6,8.6
4006500,8.2,7.25,7.5,6.25,10,-1,-1,-1,9.2
4006501,7.6,5.25,6,5,8.25,-1,-1,-1,5.4
4006502,6.8,6.5,8,7,9.5,-1,-1,-1,6.4
4006503,6.2,4.25,-1,-1,-1,6,6,6,7.8
4006504,6.2,7.25,7,5.5,9.25,-1,-1,-1,8.2
4006505,7,7.75,7.75,8,8.25,-1,-1,-1,-1
4006506,7.6,6.25,-1,-1,-1,4,6,7,3.4
4006507,7.4,8.5,8.25,6.25,9.25,-1,-1,-1,8.6
4006508,8,5.75,-1,-1,-1,2,8,6,6.8
4006509,6.8,8,5.25,5,8.25,-1,-1,-1,9.8
4006510,7.6,-1,-1,-1,-1,-1,6,9,-1
4006511,8.4,5.25,-1,-1,-1,3,8,4,7.8
4006512,8,6.25,-1,-1,-1,5,8,4,8.8
4006513,7.6,8.25,7.5,5.75,9.5,-1,-1,-1,8.8
4006514,3.8,7.75,5.5,6.5,9.25,-1,-1,-1,5.2
4006515,7.4,7,-1,-1,-1,6,4,7,8.6
4006516,6.8,7,4,6.25,8.25,-1,-1,-1,4.8
4006517,8.6,9,8,7,9.25,-1,-1,-1,9.2
4006518,6.4,8,7.25,6.25,7.5,-1,-1,-1,6.8
4006519,6,5,6.5,5.25,6.5,-1,-1,-1,2.8
4006520,6.6,5.75,5.75,6.75,9.25,-1,-1,-1,-1
4006521,3,4,4.5,6.75,5.75,-1,-1,-1,1.6
4006522,7.8,6,-1,-1,-1,6,8,8,7.4
4006523,8,7.25,4.25,4.75,6,-1,-1,-1,9.4
4006524,6.6,6.25,-1,-1,-1,4,5,5,6
4006525,7,7.75,6.5,5.5,9.25,-1,-1,-1,9.4
4006526,7.6,6.75,5.25,6.25,8,-1,-1,-1,9.2
4006527,6.8,6.25,-1,-1,-1,5,3,4,8.2
4006528,8.2,7,-1,-1,-1,5,8,7,6.6
4006529,6.4,5.5,-1,-1,-1,5,6,5,8.4
4006530,7,6.75,7.75,5.5,8.5,-1,-1,-1,9
4006531,5.6,6.75,5.75,6.75,8.75,-1,-1,-1,6.2
4006532,6.6,-1,-1,-1,-1,8,2,8,-1
4006533,6.6,5.5,-1,-1,-1,7,5,7,8.2
4006534,7.4,7,-1,-1,-1,8,6,8,8.4
4006535,8.6,7,-1,-1,-1,6,8,8,8.6
4006536,4.2,5,5.25,5.75,8.75,-1,-1,-1,3.8
4006537,8.8,5,-1,-1,-1,4,9,8,6.2
4006538,6.4,6.25,-1,-1,-1,5,6,6,8.4
4006539,7,8.25,7.5,7.5,9.5,-1,-1,-1,9
4006540,8.2,8.25,5.25,5.5,9.25,-1,-1,-1,8.2
4006541,5,6,4.5,6,7.75,-1,-1,-1,5.8
4006542,7.6,5.75,7.25,7.75,7.75,-1,-1,-1,6.4
4006543,7.8,6.75,-1,-1,-1,7,8,8,8
4006544,5.6,3.75,4.5,5.25,6.5,-1,-1,-1,4.2
4006545,7.2,6.25,-1,-1,-1,5,7,7,3
4006546,7.4,5,-1,-1,-1,5,8,5,5.6
4006547,7.8,6,6.75,6.25,8.75,-1,-1,-1,8.4
4006548,8,8,4.25,6.75,8.75,-1,-1,-1,7.8
4006549,6,6,5.75,6.25,8.5,-1,-1,-1,7.8
4006550,3,5.75,6,6,7.75,-1,-1,-1,3
4006551,6.4,7,5,6,7.75,-1,-1,-1,2.4
4006552,7.6,4.5,-1,-1,-1,5,6,7,5.2
4006553,8.6,5,-1,-1,-1,4,8,6,9.2
4006554,7.6,8.25,7.75,6.75,9.25,-1,-1,-1,9
4006555,8,6,-1,-1,-1,8,4,8,7.6
4006556,3.6,4.75,4,5.75,5.75,-1,-1,-1,2.8
4006557,8,6.75,7.25,9,9.5,-1,-1,-1,9.6
4006558,6.8,7.75,7.5,4.75,8.5,-1,-1,-1,6.2
4006559,8,7,-1,-1,-1,4,6,6,8.2
4006560,8,5.75,-1,-1,-1,6,8,7,9
4006561,8.4,5.25,-1,-1,-1,8,8,8,9.4
4006562,6.2,5,-1,-1,-1,6,5,3,4.2
4006563,8.2,5,-1,-1,-1,7,8,8,8.2
4006564,6.2,8,5.5,7.5,9.75,-1,-1,-1,7.4
4006565,2,4.5,4.75,7,8,-1,-1,-1,3.6
4006566,7,5.75,-1,-1,-1,7,8,8,7.2
4006567,6.6,5.75,-1,-1,-1,6,5,6,8
4006568,8,5.5,-1,-1,-1,8,4,8,-1
4006569,8.2,6,-1,-1,-1,4,9,9,7.2
4006570,7.2,4.5,-1,-1,-1,4,8,4,7
4006571,8.2,5.25,-1,-1,-1,5,8,6,9
4006572,7.4,4.5,-1,-1,-1,8,4,7,7.4
4006573,8,6,-1,-1,-1,6,8,5,9
4006574,8,6.25,-1,-1,-1,8,4,8,8.6
4006575,7.8,8,6.25,6.5,8,-1,-1,-1,8
4006576,5,2.75,4.25,5.25,8.5,-1,-1,-1,3.6
4006577,8.2,6.25,-1,-1,-1,6,6,6,6.6
4006578,8.6,5.75,-1,-1,-1,7,8,9,9.6
4006579,8.4,7.5,-1,-1,-1,6,8,8,7.8
4006580,6.8,6.25,-1,-1,-1,6,8,5,8
4006581,7.4,5.25,-1,-1,-1,7,7,6,7.8
4006582,-1,8.75,9.5,8.5,-1,-1,-1,-1,-1
4006583,8,7,-1,-1,-1,6,8,5,8.8
4006584,7,-1,-1,-1,-1,-1,6,7,-1
4006585,8,4.5,-1,-1,-1,8,6,7,9
4006586,8.6,4.75,-1,-1,-1,6,8,8,6.4
4006587,7.8,5.25,-1,-1,-1,6,3,5,6
4006588,5.4,5.75,7.75,7.5,8.75,-1,-1,-1,3.6
4006589,8.2,5.25,-1,-1,-1,6,8,5,8.6
4006590,-1,5.5,8,5.75,-1,-1,-1,-1,-1
4006591,7,5,-1,-1,-1,6,8,6,3.2
4006592,8.6,7.5,-1,-1,-1,10,7,8,7.6
4006593,8,6,-1,-1,-1,5,7,6,6.6
4006594,8.4,4.5,-1,-1,-1,5,7,8,5.4
4006595,6.8,7,8.25,7.25,9.75,-1,-1,-1,-1
4006596,7.2,6.5,-1,-1,-1,4,6,6,6
4006597,4.4,4.25,-1,-1,-1,4,6,6,7.4
4006598,7.4,6.25,8.75,7.25,10,-1,-1,-1,7.4
4006599,8,5.75,-1,-1,-1,6,7,8,6.2
4006600,7,5.5,5,5,7,-1,-1,-1,8.4
4006601,7.8,5.5,-1,-1,-1,6,6,8,5.6
4006602,-1,5,6.25,6.75,-1,-1,-1,-1,-1
4006603,7.4,7,-1,-1,-1,6,8,7,6.2
4006604,8,5.5,-1,-1,-1,6,8,8,7.8
4006605,9,5.75,-1,-1,-1,6,8,8,7.6
4006606,9,4.25,-1,-1,-1,3,9,4,9
4006607,8.4,6.5,-1,-1,-1,7,9,9,6.8
4006608,4.2,7,4.25,6,8.25,-1,-1,-1,7.2
4006609,8.8,6,-1,-1,-1,6,8,8,8.8
4006610,6.6,5.25,-1,-1,-1,6,7,5,9
4006611,6.8,4,-1,-1,-1,7,4,6,7
4006612,7.4,6.75,-1,-1,-1,7,9,6,9.4
4006613,5.2,7,5.25,5.5,8.25,-1,-1,-1,5.4
4006614,7.6,6.25,5,5.75,6.75,-1,-1,-1,9
4006615,6.4,6.25,5,5,9,-1,-1,-1,7.8
4006616,8.4,5.5,-1,-1,-1,7,9,7,9.2
4006617,6.4,6.5,8,5.75,9,-1,-1,-1,8.6
4006618,7.6,7,-1,-1,-1,6,7,5,8
4006619,7.4,8,-1,-1,-1,6,7,5,7.6
4006620,8.2,6.5,-1,-1,-1,-1,-1,-1,9.4
